id	trait	prot_name	chromosome_name	transcription_start_site	file
SeqId_19620_16	Q15700	DLG2	11	83462149	SeqId_19620_16
SeqId_19622_7	P08476	INHBA	7	41692564	SeqId_19622_7
SeqId_19623_26	P08865	RPSA	3	39406716	SeqId_19623_26
SeqId_19631_13	P01042	KNG1	3	186717348	SeqId_19631_13
SeqId_19635_69	Q14314	FGL2	7	77199819	SeqId_19635_69
SeqId_19636_23	P17693	HLA-G	6	29826967	SeqId_19636_23
SeqId_19637_9	P06850	CRH	8	66178464	SeqId_19637_9
SeqId_19638_9	P01213	PDYN	20	1984281	SeqId_19638_9
SeqId_19639_53	P10997	IAPP	12	21354959	SeqId_19639_53
SeqId_19640_2	P01270	PTH	11	13495997	SeqId_19640_2
SeqId_2190_55	P03951	F11	4	186266189	SeqId_2190_55
SeqId_2192_63	Q9Y4X3	CCL27	9	34662657	SeqId_2192_63
SeqId_2201_17	P39060	COL18A1	21	45405165	SeqId_2201_17
SeqId_2212_69	P00750	PLAT	8	42180764	SeqId_2212_69
SeqId_2247_20	P58294	PROK1	1	110451149	SeqId_2247_20
SeqId_2278_61	P16035	TIMP2	17	78874089	SeqId_2278_61
SeqId_2333_72	P01137	TGFB1	19	41342030	SeqId_2333_72
SeqId_2381_52	P01031	C5	9	120962707	SeqId_2381_52
SeqId_2421_7	P23560	BDNF	11	27659658	SeqId_2421_7
SeqId_2431_17	P08311	CTSG	14	24576250	SeqId_2431_17
SeqId_2436_49	Q9H2A7	CXCL16	17	4736380	SeqId_2436_49
SeqId_2441_2	O15520	FGF10	5	44389420	SeqId_2441_2
SeqId_2443_10	P55075	FGF8	10	101775900	SeqId_2443_10
SeqId_2447_7	Q9NZK7	PLA2G2E	1	19923617	SeqId_2447_7
SeqId_2449_1	P39877	PLA2G5	1	20028179	SeqId_2449_1
SeqId_2468_62	P78556	CCL20	2	227805739	SeqId_2468_62
SeqId_2474_54	P02743	APCS	1	159587826	SeqId_2474_54
SeqId_2475_1	P10721	KIT	4	54657918	SeqId_2475_1
SeqId_2480_58	P35625	TIMP3	22	32801701	SeqId_2480_58
SeqId_2500_2	Q9Y264	ANGPT4	20	916334	SeqId_2500_2
SeqId_2505_49	O60609	GFRA3	5	138274565	SeqId_2505_49
SeqId_2514_65	Q15768	EFNB3	17	7705202	SeqId_2514_65
SeqId_2515_14	O00451	GFRA2	8	21788159	SeqId_2515_14
SeqId_2516_57	O00585	CCL21	9	34710069	SeqId_2516_57
SeqId_2524_56	P09429	HMGB1	13	30463264	SeqId_2524_56
SeqId_2558_51	P01189	POMC	2	25168571	SeqId_2558_51
SeqId_2567_5	P05156	CFI	4	109746292	SeqId_2567_5
SeqId_2571_12	P17936	IGFBP3	7	45915325	SeqId_2571_12
SeqId_2578_67	P13500	CCL2	17	34255218	SeqId_2578_67
SeqId_2579_17	P14780	MMP9	20	46008908	SeqId_2579_17
SeqId_2580_83	P05164	MPO	17	58273492	SeqId_2580_83
SeqId_2585_2	P01236	PRL	6	22297036	SeqId_2585_2
SeqId_2590_69	Q01973	ROR1	1	63774017	SeqId_2590_69
SeqId_2597_8	P15692	VEGFA	6	43770184	SeqId_2597_8
SeqId_2599_51	P41273	TNFSF9	19	6531026	SeqId_2599_51
SeqId_2602_2	O15123	ANGPT2	8	6563044	SeqId_2602_2
SeqId_2605_49	P28908	TNFRSF8	1	12063303	SeqId_2605_49
SeqId_2609_59	P01034	CST3	20	23637945	SeqId_2609_59
SeqId_2611_72	Q06418	TYRO3	15	41557675	SeqId_2611_72
SeqId_2612_5	P55010	EIF5	14	103333544	SeqId_2612_5
SeqId_2614_28	P52798	EFNA4	1	155063737	SeqId_2614_28
SeqId_2615_60	P52803	EFNA5	5	107388553	SeqId_2615_60
SeqId_2616_23	P04626	ERBB2	17	39687914	SeqId_2616_23
SeqId_2617_56	P21860	ERBB3	12	56076799	SeqId_2617_56
SeqId_2618_10	Q15303	ERBB4	2	211665354	SeqId_2618_10
SeqId_2619_72	P09758	TACSTD2	1	58577252	SeqId_2619_72
SeqId_2620_4	P40189	IL6ST	5	55947594	SeqId_2620_4
SeqId_2622_18	P30519	HMOX2	16	4474690	SeqId_2622_18
SeqId_2625_53	P07900	HSP90AA1	14	102084234	SeqId_2625_53
SeqId_2631_50	Q08334	IL10RB	21	33266367	SeqId_2631_50
SeqId_2632_5	P42701	IL12RB1	19	18086930	SeqId_2632_5
SeqId_2635_61	Q6UX15	LAYN	11	111540280	SeqId_2635_61
SeqId_2636_10	P36941	LTBR	12	6375045	SeqId_2636_10
SeqId_2637_77	P22897	MRC1	10	17809348	SeqId_2637_77
SeqId_2640_3	Q04912	MST1R	3	49891942	SeqId_2640_3
SeqId_2642_4	P68402	PAFAH1B2	11	117144284	SeqId_2642_4
SeqId_2643_57	P22223	CDH3	16	68636189	SeqId_2643_57
SeqId_2644_11	P17252	PRKCA	17	66302613	SeqId_2644_11
SeqId_2645_54	Q05513	PRKCZ	1	2050411	SeqId_2645_54
SeqId_2647_66	P50395	GDI2	10	5769389	SeqId_2647_66
SeqId_2649_77	P32942	ICAM3	19	10334723	SeqId_2649_77
SeqId_2652_15	Q03405	PLAUR	19	43656573	SeqId_2652_15
SeqId_2654_19	P19438	TNFRSF1A	12	6331147	SeqId_2654_19
SeqId_2658_27	Q16288	NTRK3	15	87933090	SeqId_2658_27
SeqId_2665_26	Q02223	TNFRSF17	16	11965210	SeqId_2665_26
SeqId_2666_53	P07585	DCN	12	91146208	SeqId_2666_53
SeqId_2677_1	P00533	EGFR	7	55019017	SeqId_2677_1
SeqId_2681_23	P14210	HGF	7	81762996	SeqId_2681_23
SeqId_2682_68	P10809	HSPD1	2	197490572	SeqId_2682_68
SeqId_2683_1	P01024	C3	19	6678330	SeqId_2683_1
SeqId_2687_2	Q16674	MIA	19	40771648	SeqId_2687_2
SeqId_2692_74	P14555	PLA2G2A	1	19979067	SeqId_2692_74
SeqId_2695_25	P16284	PECAM1	17	64370245	SeqId_2695_25
SeqId_2696_87	O60542	PSPN	19	6375849	SeqId_2696_87
SeqId_2697_7	P02776	PF4	4	73982027	SeqId_2697_7
SeqId_2700_56	P07225	PROS1	3	93886413	SeqId_2700_56
SeqId_2704_74	O14836	TNFRSF13B	17	16941062	SeqId_2704_74
SeqId_2705_5	O15444	CCL25	19	8052767	SeqId_2705_5
SeqId_2708_54	Q9UNG2	TNFSF18	1	173050963	SeqId_2708_54
SeqId_2714_78	Q12904	AIMP1	4	106315544	SeqId_2714_78
SeqId_2719_3	Q99062	CSF3R	1	36467809	SeqId_2719_3
SeqId_2723_9	Q9NZH6	IL37	2	112912971	SeqId_2723_9
SeqId_2730_58	Q29983	MICA	6	31399784	SeqId_2730_58
SeqId_2731_29	P16435	POR	7	75899200	SeqId_2731_29
SeqId_2732_58	Q9H9S0	NANOG	12	7787794	SeqId_2732_58
SeqId_2734_49	O95944	NCR2	6	41335608	SeqId_2734_49
SeqId_2737_22	P48745	NOV	8	119416446	SeqId_2737_22
SeqId_2741_22	O43699	SIGLEC6	19	51528447	SeqId_2741_22
SeqId_2742_68	Q9Y286	SIGLEC7	19	51142299	SeqId_2742_68
SeqId_2743_5	Q15465	SHH	7	155807370	SeqId_2743_5
SeqId_2744_57	P01857	IGHG1 IGHG2 IGHG3 IGHG4 IGK@ IGL@	14	105743071	SeqId_2744_57
SeqId_2747_3	Q9BZM4	ULBP3	6	150069066	SeqId_2747_3
SeqId_2750_3	P02647	APOA1	11	116837586	SeqId_2750_3
SeqId_2752_62	P43026	GDF5	20	35438228	SeqId_2752_62
SeqId_2754_50	P01024	C3	19	6678330	SeqId_2754_50
SeqId_2755_8	P01024	C3	19	6678330	SeqId_2755_8
SeqId_2760_2	O95990	FAM107A	3	58577388	SeqId_2760_2
SeqId_2761_49	O76093	FGF18	5	171419647	SeqId_2761_49
SeqId_2763_66	Q9NP95	FGF20	8	17001840	SeqId_2763_66
SeqId_2770_51	P22362	CCL1	17	34363233	SeqId_2770_51
SeqId_2771_35	P08833	IGFBP1	7	45888360	SeqId_2771_35
SeqId_2773_50	P22301	IL10	1	206770575	SeqId_2773_50
SeqId_2774_10	Q14005	IL16	15	81159575	SeqId_2774_10
SeqId_2778_10	Q9GZX6	IL22	12	68253502	SeqId_2778_10
SeqId_2783_18	P16619	CCL3L1	17	36196457	SeqId_2783_18
SeqId_2788_55	P08254	MMP3	11	102838710	SeqId_2788_55
SeqId_2789_26	P09237	MMP7	11	102530747	SeqId_2789_26
SeqId_2790_54	P02775	PPBP	4	73988190	SeqId_2790_54
SeqId_2794_60	P00441	SOD1	21	31659622	SeqId_2794_60
SeqId_2797_56	P04114	APOB	2	21042465	SeqId_2797_56
SeqId_2806_49	P36896	ACVR1B	12	51951699	SeqId_2806_49
SeqId_2809_25	O75173	ADAMTS4	1	161195751	SeqId_2809_25
SeqId_2811_27	Q15389	ANGPT1	8	107295541	SeqId_2811_27
SeqId_2813_11	O00253	AGRP	16	67483813	SeqId_2813_11
SeqId_2816_50	P50895	BCAM	19	44809071	SeqId_2816_50
SeqId_2819_23	P33151	CDH5	16	66366622	SeqId_2819_23
SeqId_2823_7	Q86VX2	COMMD7	20	32743406	SeqId_2823_7
SeqId_2827_23	P78423	CX3CL1	16	57372477	SeqId_2827_23
SeqId_2828_82	O43278	SPINT1	15	40844018	SeqId_2828_82
SeqId_2831_29	Q9UBX7	KLK11	19	51024211	SeqId_2831_29
SeqId_2833_20	Q9Y5K2	KLK4	19	50906820	SeqId_2833_20
SeqId_2834_54	O60259	KLK8	19	50997967	SeqId_2834_54
SeqId_2835_1	P12956	XRCC6	22	41621119	SeqId_2835_1
SeqId_2836_68	P80188	LCN2	9	128149071	SeqId_2836_68
SeqId_2837_3	P08581	MET	7	116672196	SeqId_2837_3
SeqId_2838_53	Q9ULZ9	MMP17	12	131828393	SeqId_2838_53
SeqId_2839_2	P23510	TNFSF4	1	173205558	SeqId_2839_2
SeqId_2843_13	O43291	SPINT2	19	38244035	SeqId_2843_13
SeqId_2844_53	P35590	TIE1	1	43300982	SeqId_2844_53
SeqId_2846_24	P62979	RPS27A	2	55231903	SeqId_2846_24
SeqId_2849_49	P55008	AIF1	6	31615217	SeqId_2849_49
SeqId_2851_63	P01031	C5	9	120962707	SeqId_2851_63
SeqId_2853_68	O14757	CHEK1	11	125625665	SeqId_2853_68
SeqId_2855_49	P27361	MAPK3	16	30115999	SeqId_2855_49
SeqId_2860_19	P52292	KPNA2	17	68035708	SeqId_2860_19
SeqId_2864_2	Q02750	MAP2K1	15	66386817	SeqId_2864_2
SeqId_2870_29	P63000	RAC1	7	6374527	SeqId_2870_29
SeqId_2871_73	Q06609	RAD51	15	40694774	SeqId_2871_73
SeqId_2875_15	P20226	TBP	6	170554302	SeqId_2875_15
SeqId_2876_74	P11387	TOP1	20	41028822	SeqId_2876_74
SeqId_2877_3	P63279	UBE2I	16	1308880	SeqId_2877_3
SeqId_2878_66	P07947	YES1	18	775266	SeqId_2878_66
SeqId_2879_9	P01011	SERPINA3	14	94612384	SeqId_2879_9
SeqId_2888_49	P10643	C7	5	40909497	SeqId_2888_49
SeqId_2889_37	Q16619	CTF1	16	30896607	SeqId_2889_37
SeqId_2890_59	Q9NRJ3	CCL28	5	43397264	SeqId_2890_59
SeqId_2891_1	P20273	NA	19	35319261	SeqId_2891_1
SeqId_2900_53	Q16627	CCL14	17	35986649	SeqId_2900_53
SeqId_2906_55	P05112	IL4	5	132673986	SeqId_2906_55
SeqId_2911_27	P21741	MDK	11	46380756	SeqId_2911_27
SeqId_2913_1	P55773	CCL23	17	36013781	SeqId_2913_1
SeqId_2925_9	P05121	SERPINE1	7	101127104	SeqId_2925_9
SeqId_2938_55	P02649	APOE	19	44905791	SeqId_2938_55
SeqId_2939_10	Q5T4W7	ARTN	1	43933320	SeqId_2939_10
SeqId_2942_50	P99999	CYCS	7	25125249	SeqId_2942_50
SeqId_2943_5	P08684	CYP3A4	7	99767822	SeqId_2943_5
SeqId_2944_66	P41271	NBL1	1	19596979	SeqId_2944_66
SeqId_2946_52	P00746	CFD	19	859664	SeqId_2946_52
SeqId_2948_58	P10912	GHR	5	42423439	SeqId_2948_58
SeqId_2949_6	O15496	PLA2G10	16	14694276	SeqId_2949_6
SeqId_2950_57	P22692	IGFBP4	17	40443450	SeqId_2950_57
SeqId_2952_75	P05019	IGF1	12	102415746	SeqId_2952_75
SeqId_2961_1	P04070	PROC	2	127418427	SeqId_2961_1
SeqId_2962_50	P12272	PTHLH	12	27969494	SeqId_2962_50
SeqId_2966_65	Q9Y240	CLEC11A	19	50723364	SeqId_2966_65
SeqId_2967_8	P19320	VCAM1	1	100719742	SeqId_2967_8
SeqId_2968_61	O95150	TNFSF15	9	114792108	SeqId_2968_61
SeqId_2970_60	P15514	AREG	4	74445136	SeqId_2970_60
SeqId_2972_57	P18075	BMP7	20	57173589	SeqId_2972_57
SeqId_2973_15	P16671	CD36	7	80369575	SeqId_2973_15
SeqId_2974_61	Q12860	CNTN1	12	40692439	SeqId_2974_61
SeqId_2975_19	P29279	CTGF	6	131951372	SeqId_2975_19
SeqId_2976_58	Q02413	DSG1	18	31318160	SeqId_2976_58
SeqId_2977_7	Q9UNE0	EDAR	2	108989220	SeqId_2977_7
SeqId_2979_8	P42830	CXCL5	4	73998677	SeqId_2979_8
SeqId_2982_82	P56470	LGALS4	19	38803651	SeqId_2982_82
SeqId_2985_35	P09341	CXCL1	4	73869393	SeqId_2985_35
SeqId_2987_37	P16403	HIST1H1C	6	26056428	SeqId_2987_37
SeqId_2991_9	P14778	IL1R1	2	102064544	SeqId_2991_9
SeqId_2992_59	Q96F46	IL17RA	22	17084954	SeqId_2992_59
SeqId_2993_1	O95256	IL18RAP	2	102418689	SeqId_2993_1
SeqId_2994_71	Q9HB29	IL1RL2	2	102187006	SeqId_2994_71
SeqId_2997_8	P57087	JAM2	21	25639258	SeqId_2997_8
SeqId_2998_53	Q9BX67	JAM3	11	134069071	SeqId_2998_53
SeqId_2999_6	Q13449	LSAMP	3	115842497	SeqId_2999_6
SeqId_3000_66	P11226	MBL2	10	52771700	SeqId_3000_66
SeqId_3003_29	O14931	NCR3	6	31592749	SeqId_3003_29
SeqId_3004_67	Q9BQ51	PDCD1LG2	9	5510531	SeqId_3004_67
SeqId_3005_5	P18031	PTPN1	20	50510321	SeqId_3005_5
SeqId_3007_7	Q9Y336	SIGLEC9	19	51124908	SeqId_3007_7
SeqId_3009_3	Q03167	TGFBR3	1	91712363	SeqId_3009_3
SeqId_3010_53	Q969D9	TSLP	5	111070062	SeqId_3010_53
SeqId_3022_4	P16410	CTLA4	2	203867771	SeqId_3022_4
SeqId_3024_18	P08697	SERPINF2	17	1742836	SeqId_3024_18
SeqId_3025_50	P09038	FGF2	4	122826708	SeqId_3025_50
SeqId_3026_5	P20810	CAST	5	96525267	SeqId_3026_5
SeqId_3028_36	P55773	CCL23	17	36013781	SeqId_3028_36
SeqId_3029_52	Q9NNX6	CD209	19	7747511	SeqId_3029_52
SeqId_3030_3	Q9H2X3	CLEC4M	19	7763149	SeqId_3030_3
SeqId_3033_57	P05162	LGALS2	22	37580087	SeqId_3033_57
SeqId_3034_1	P14136	GFAP	17	44908076	SeqId_3034_1
SeqId_3035_80	Q9UHD0	IL19	1	206770764	SeqId_3035_80
SeqId_3037_62	P01584	IL1B	2	112833575	SeqId_3037_62
SeqId_3038_9	O14625	CXCL11	4	76036070	SeqId_3038_9
SeqId_3040_59	P10147	CCL3	17	36090134	SeqId_3040_59
SeqId_3041_55	Q9UBG0	MRC2	17	62627670	SeqId_3041_55
SeqId_3042_7	P02144	MB	22	35615713	SeqId_3042_7
SeqId_3043_49	P09486	SPARC	5	151667584	SeqId_3043_49
SeqId_3044_3	P55774	CCL18	17	36064272	SeqId_3044_3
SeqId_3045_72	P21246	PTN	7	137343733	SeqId_3045_72
SeqId_3046_31	Q9HD89	RETN	19	7669049	SeqId_3046_31
SeqId_3049_61	P07477	PRSS1	7	142749468	SeqId_3049_61
SeqId_3052_8	P48023	FASLG	1	172659103	SeqId_3052_8
SeqId_3054_3	P00738	HP	16	72054505	SeqId_3054_3
SeqId_3055_54	P24394	IL4R	16	27313668	SeqId_3055_54
SeqId_3057_55	O95388	WISP1	8	133191039	SeqId_3057_55
SeqId_3059_50	Q9Y275	TNFSF13B	13	108251240	SeqId_3059_50
SeqId_3060_43	P02748	C9	5	39364495	SeqId_3060_43
SeqId_3065_65	P12034	FGF5	4	80266599	SeqId_3065_65
SeqId_3066_12	P17931	LGALS3	14	55124110	SeqId_3066_12
SeqId_3067_67	O60383	GDF9	5	132866330	SeqId_3067_67
SeqId_3069_52	P01871	IGHM IGJ IGK@ IGL@	14	105856218	SeqId_3069_52
SeqId_3070_1	P60568	IL2	4	122456440	SeqId_3070_1
SeqId_3072_4	P35225	IL13	5	132656263	SeqId_3072_4
SeqId_3073_51	O95998	IL18BP	11	71998613	SeqId_3073_51
SeqId_3074_6	P18428	LBP	20	38346482	SeqId_3074_6
SeqId_3077_66	P00742	F10	13	113122799	SeqId_3077_66
SeqId_3078_1	P49763	PGF	14	74948215	SeqId_3078_1
SeqId_3079_62	Q99969	RARRES2	7	150341629	SeqId_3079_62
SeqId_3081_70	Q9BZM6	ULBP1	6	149963943	SeqId_3081_70
SeqId_3082_9	Q9BZM5	ULBP2	6	149942014	SeqId_3082_9
SeqId_3091_70	O14965	AURKA	20	56392131	SeqId_3091_70
SeqId_3115_64	P28482	MAPK1	22	21769428	SeqId_3115_64
SeqId_3122_6	Q9NR28	DIABLO	12	122217789	SeqId_3122_6
SeqId_3132_1	P49767	VEGFC	4	176729592	SeqId_3132_1
SeqId_3143_3	P01730	CD4	12	6786858	SeqId_3143_3
SeqId_3148_49	P19875	CXCL2	4	74099195	SeqId_3148_49
SeqId_3151_6	P01589	IL2RA	10	6020339	SeqId_3151_6
SeqId_3152_57	P20333	TNFRSF1B	1	12166991	SeqId_3152_57
SeqId_3166_92	P20138	CD33	19	51225064	SeqId_3166_92
SeqId_3168_8	Q9UNA0	ADAMTS5	21	26965573	SeqId_3168_8
SeqId_3169_70	P35475	IDUA	4	986997	SeqId_3169_70
SeqId_3170_6	P50579	METAP2	12	95473520	SeqId_3170_6
SeqId_3171_57	P05067	APP	21	25897983	SeqId_3171_57
SeqId_3172_28	P15848	ARSB	5	78783494	SeqId_3172_28
SeqId_3173_49	Q02083	NAAA	4	75921027	SeqId_3173_49
SeqId_3174_2	Q9UHI8	ADAMTS1	21	26840489	SeqId_3174_2
SeqId_3175_51	Q76LX8	ADAMTS13	9	133414358	SeqId_3175_51
SeqId_3178_5	P53634	CTSC	11	88299755	SeqId_3178_5
SeqId_3179_51	P10619	CTSA	20	45890144	SeqId_3179_51
SeqId_3181_50	P25774	CTSS	1	150733062	SeqId_3181_50
SeqId_3182_38	P49961	ENTPD1	10	95711779	SeqId_3182_38
SeqId_3184_25	P08709	F7	13	113105788	SeqId_3184_25
SeqId_3186_2	P06681	C2	6	31897785	SeqId_3186_2
SeqId_3187_52	P54108	CRISP3	6	49744386	SeqId_3187_52
SeqId_3189_61	P98073	TMPRSS15	21	18403785	SeqId_3189_61
SeqId_3191_50	Q96NZ8	WFIKKN1	16	629239	SeqId_3191_50
SeqId_3192_3	Q96KP4	CNDP2	18	74495816	SeqId_3192_3
SeqId_3194_36	Q9HCN6	GP6	19	55018819	SeqId_3194_36
SeqId_3195_50	P22749	GNLY	2	85685175	SeqId_3195_50
SeqId_3196_6	P10915	HAPLN1	5	83673544	SeqId_3196_6
SeqId_3197_70	P14735	IDE	10	92479587	SeqId_3197_70
SeqId_3201_49	Q9Y337	KLK5	19	50952668	SeqId_3201_49
SeqId_3202_28	Q8NCW0	KREMEN2	16	2964216	SeqId_3202_28
SeqId_3204_2	P09960	LTA4H	12	96011258	SeqId_3204_2
SeqId_3206_4	Q9Y5Y7	LYVE1	11	10568577	SeqId_3206_4
SeqId_3209_69	Q9NQ76	MEPE	4	87821411	SeqId_3209_69
SeqId_3210_1	P53582	METAP1	4	98995659	SeqId_3210_1
SeqId_3212_30	Q9NR71	ASAH2	10	50199146	SeqId_3212_30
SeqId_3213_65	P14543	NID1	1	236065090	SeqId_3213_65
SeqId_3216_2	P01833	PIGR	1	206931833	SeqId_3216_2
SeqId_3220_40	P07949	RET	10	43077064	SeqId_3220_40
SeqId_3221_54	Q8N474	SFRP1	8	41306990	SeqId_3221_54
SeqId_3222_11	Q14563	SEMA3A	7	84194789	SeqId_3222_11
SeqId_3232_28	P13686	ACP5	19	11576943	SeqId_3232_28
SeqId_3234_23	Q76M96	CCDC80	3	112610280	SeqId_3234_23
SeqId_3235_50	Q8TEU8	WFIKKN2	17	50834650	SeqId_3235_50
SeqId_3280_49	P16112	ACAN	15	88803436	SeqId_3280_49
SeqId_3283_21	Q15582	TGFBI	5	136028988	SeqId_3283_21
SeqId_3285_23	P00736	C1R	12	7087844	SeqId_3285_23
SeqId_3290_50	Q6YHK3	CD109	6	73695785	SeqId_3290_50
SeqId_3291_30	P06734	FCER2	19	7699479	SeqId_3291_30
SeqId_3292_75	P09326	CD48	1	160711803	SeqId_3292_75
SeqId_3293_2	O43866	CD5L	1	157841808	SeqId_3293_2
SeqId_3294_55	P0CG37	CFC1	2	130599575	SeqId_3294_55
SeqId_3296_92	Q02246	CNTN2	1	205042937	SeqId_3296_92
SeqId_3298_52	Q8IWV2	CNTN4	3	2098813	SeqId_3298_52
SeqId_3299_29	O94779	CNTN5	11	99020949	SeqId_3299_29
SeqId_3302_58	O76096	CST7	20	24949269	SeqId_3302_58
SeqId_3305_6	Q9NR61	DLL4	15	40929340	SeqId_3305_6
SeqId_3309_2	P12318	FCGR2A	1	161505430	SeqId_3309_2
SeqId_3310_62	P31994	FCGR2B	1	161663147	SeqId_3310_62
SeqId_3311_27	O75015	FCGR3B	1	161630250	SeqId_3311_27
SeqId_3312_64	P12314	FCGR1A	1	149782671	SeqId_3312_64
SeqId_3313_21	Q15485	FCN2	9	134880810	SeqId_3313_21
SeqId_3314_74	P56159	GFRA1	10	116272282	SeqId_3314_74
SeqId_3315_15	Q8N158	GPC2	7	100172218	SeqId_3315_15
SeqId_3316_58	P05546	SERPIND1	22	20774113	SeqId_3316_58
SeqId_3317_33	O43464	HTRA2	2	74529377	SeqId_3317_33
SeqId_3320_49	Q16270	IGFBP7	4	57065603	SeqId_3320_49
SeqId_3321_2	Q13007	IL24	1	206897443	SeqId_3321_2
SeqId_3322_52	Q6UXM1	LRIG3	12	58874572	SeqId_3322_52
SeqId_3323_37	Q14114	LRP8	1	53257291	SeqId_3323_37
SeqId_3324_51	Q9HBG7	LY9	1	160796074	SeqId_3324_51
SeqId_3325_2	O00339	MATN2	8	97868840	SeqId_3325_2
SeqId_3326_58	Q9BY67	CADM1	11	115179111	SeqId_3326_58
SeqId_3327_27	Q9HB63	NTN4	12	95665859	SeqId_3327_27
SeqId_3329_14	O75594	PGLYRP1	19	46023053	SeqId_3329_14
SeqId_3331_8	Q6NW40	RGMB	5	98768650	SeqId_3331_8
SeqId_3336_50	P10646	TFPI	2	187496976	SeqId_3336_50
SeqId_3339_33	P35442	THBS2	6	169223440	SeqId_3339_33
SeqId_3340_53	P35443	THBS4	5	79991311	SeqId_3340_53
SeqId_3341_33	P00519	ABL1	9	130713016	SeqId_3341_33
SeqId_3342_76	P42684	ABL2	1	179119484	SeqId_3342_76
SeqId_3343_1	Q03154	ACY1	3	51983340	SeqId_3343_1
SeqId_3344_60	P01008	SERPINC1	1	173914665	SeqId_3344_60
SeqId_3346_72	Q96GD4	AURKB	17	8206698	SeqId_3346_72
SeqId_3347_9	P25098	ADRBK1	11	67266473	SeqId_3347_9
SeqId_3348_49	P13497	BMP1	8	22165140	SeqId_3348_49
SeqId_3350_53	Q9UQM7	CAMK2A	5	150245328	SeqId_3350_53
SeqId_3351_1	Q13554	CAMK2B	7	44220953	SeqId_3351_1
SeqId_3352_80	P23280	CA6	1	8945867	SeqId_3352_80
SeqId_3356_50	P43166	CA7	16	66844414	SeqId_3356_50
SeqId_3361_26	Q9UJ71	CD207	2	70835816	SeqId_3361_26
SeqId_3363_31	P41240	CSK	15	74782057	SeqId_3363_31
SeqId_3364_76	O60911	CTSV	9	97039142	SeqId_3364_76
SeqId_3365_7	Q9UBT3	DKK4	8	42377229	SeqId_3365_7
SeqId_3366_51	Q16610	ECM1	1	150508062	SeqId_3366_51
SeqId_3367_8	Q9UGM5	FETUB	3	186635969	SeqId_3367_8
SeqId_3373_5	P20718	GZMH	14	24609667	SeqId_3373_5
SeqId_3374_49	P08631	HCK	20	32052188	SeqId_3374_49
SeqId_3376_49	Q8NFM7	IL17RD	3	57142491	SeqId_3376_49
SeqId_3378_49	P49862	KLK7	19	50983815	SeqId_3378_49
SeqId_3379_29	P41743	PRKCI	3	170222424	SeqId_3379_29
SeqId_3381_24	P07948	LYN	8	55879835	SeqId_3381_24
SeqId_3388_58	Q9P286	PAK7	20	9838831	SeqId_3388_58
SeqId_3389_7	P05154	SERPINA5	14	94561442	SeqId_3389_7
SeqId_3391_10	P48736	PIK3CG	7	106865278	SeqId_3391_10
SeqId_3392_68	Q9Y243	AKT3	1	243615146	SeqId_3392_68
SeqId_3394_81	P53350	PLK1	16	23677656	SeqId_3394_81
SeqId_3396_54	P00797	REN	1	204166337	SeqId_3396_54
SeqId_3397_7	Q06124	PTPN11	12	112418351	SeqId_3397_7
SeqId_3399_31	Q8WWQ8	STAB2	12	103587273	SeqId_3399_31
SeqId_3400_49	Q9UHD2	TBK1	12	64452092	SeqId_3400_49
SeqId_3401_8	P17706	PTPN2	18	12787741	SeqId_3401_8
SeqId_3403_1	P20231	TPSB2	16	1230162	SeqId_3403_1
SeqId_3404_51	Q9NRR2	TPSG1	16	1224775	SeqId_3404_51
SeqId_3405_6	Q9Y3C8	UFC1	1	161152776	SeqId_3405_6
SeqId_3412_7	P10415	BCL2	18	63161869	SeqId_3412_7
SeqId_3413_50	Q16548	BCL2A1	15	79971169	SeqId_3413_50
SeqId_3415_61	P21815	IBSP	4	87799554	SeqId_3415_61
SeqId_3418_12	Q8IU85	CAMK1D	10	12349482	SeqId_3418_12
SeqId_3419_49	Q13557	CAMK2D	4	113513842	SeqId_3419_49
SeqId_3420_21	Q8N1Q1	CA13	8	85220587	SeqId_3420_21
SeqId_3421_54	P32971	TNFSF8	9	114904308	SeqId_3421_54
SeqId_3423_59	P23946	CMA1	14	24508265	SeqId_3423_59
SeqId_3427_63	P68400	CSNK2A1	20	488736	SeqId_3427_63
SeqId_3431_54	P21709	EPHA1	7	143391391	SeqId_3431_54
SeqId_3432_21	P29320	EPHA3	3	89107621	SeqId_3432_21
SeqId_3435_53	P02751	FN1	2	215363640	SeqId_3435_53
SeqId_3437_80	P36888	FLT3	13	28014512	SeqId_3437_80
SeqId_3438_10	O95633	FSTL3	19	676392	SeqId_3438_10
SeqId_3440_7	P12544	GZMA	5	55102646	SeqId_3440_7
SeqId_3441_64	P49840	GSK3A	19	42232837	SeqId_3441_64
SeqId_3445_53	Q13261	IL15RA	10	5960567	SeqId_3445_53
SeqId_3447_64	P10145	CXCL8	4	73740541	SeqId_3447_64
SeqId_3448_13	P06213	INSR	19	7123158	SeqId_3448_13
SeqId_3449_58	P29622	SERPINA4	14	94561442	SeqId_3449_58
SeqId_3450_4	Q92876	KLK6	19	50968196	SeqId_3450_4
SeqId_3452_17	P06239	LCK	1	32251239	SeqId_3452_17
SeqId_3453_87	P07948	LYN	8	55879835	SeqId_3453_87
SeqId_3457_57	Q15063	POSTN	13	37565003	SeqId_3457_57
SeqId_3459_49	P09619	PDGFRB	5	150114958	SeqId_3459_49
SeqId_3461_58	Q96GW7	BCAN	1	156641390	SeqId_3461_58
