id	trait	prot_name
FTH1.FTL.5934.1.3	"P02792	FTH1
FURIN.6276.16.3	P09958	FURIN
FUT10.7156.2.3	Q6P4F1	FUT10
FUT3.4548.4.2	P21217	FUT3
FUT5.4549.78.2	Q11128	FUT5
FUT8.8244.16.3	Q9BYC5	FUT8
FUT9.6991.24.3	Q9Y231	FUT9
FXR1.13076.4.3	P51114	FXR1
FYN.4550.3.2	P06241	FYN
G0S2.8931.124.3	P27469	G0S2
G6B.8659.68.3	O95866	G6B
G6B.9466.43.3	O95866	G6B
GABARAPL1.12661.44.3	Q9H0R8	GABARAPL1
GABARAPL2.12494.99.3	P60520	GABARAPL2
GABBR2.13948.50.3	O75899	GABBR2
GABBR2.9930.48.3	O75899	GABBR2
GADD45GIP1.9302.90.3	Q8TAE8	GADD45GIP1
GAL.13389.8.3	P22466	GAL
GALNT1.7090.17.3	Q10472	GALNT1
GALNT10.7003.4.3	Q86SR1	GALNT10
GALNT11.8700.325.3	Q8NCW6	GALNT11
GALNT16.8923.94.3	Q8N428	GALNT16
GALNT2.5764.4.3	Q10471	GALNT2
GALNT3.6593.5.3	Q14435	GALNT3
GALNT7.10888.4.3	Q86SF2	GALNT7
GALP.9398.30.3	Q9UBC7	GALP
GAN.10054.3.3	Q9H2C0	GAN
GAPDHS.8004.15.3	O14556	GAPDHS
GAS1.5463.22.3	P54826	GAS1
GBP6.7818.101.3	Q6ZN66	GBP6
GC.6581.50.3	P02774	GC
GCA.12594.5.3	P28676	GCA
GCG.4891.50.1	P01275	GCG
GCH1.11185.145.3	P30793	GCH1
GCK.12960.9.3	P35557	GCK
GCKR.5223.59.3	Q14397	GCKR
GCNT1.7016.12.3	Q02742	GCNT1
GCNT2.7143.9.3	Q8NFS9	GCNT2
GCNT4.10842.7.3	Q9P109	GCNT4
GCNT4.10854.15.3	Q9P109	GCNT4
GDA.12667.2.3	Q9Y2T3	GDA
GDF11.12060.28.3	O95390	GDF11
GDF11.14495.161.3	O95390	GDF11
GDF11.14582.57.3	O95390	GDF11
GDF11.14587.16.3	O95390	GDF11
GDF11.MSTN.2765.4.3	"O14793	GDF11
GDF15.4374.45.2	Q99988	GDF15
GDF5.2752.62.2	P43026	GDF5
GDF9.3067.67.1	O60383	GDF9
GDNF.5822.22.3	P39905	GDNF
GEM.12817.1.3	P55040	GEM
GFAP.3034.1.2	P14136	GFAP
GFRA1.3314.74.2	P56159	GFRA1
GFRA2.2515.14.3	O00451	GFRA2
GFRA3.2505.49.3	O60609	GFRA3
GFRAL.6920.1.3	Q6UXV0	GFRAL
GGA1.13594.158.3	Q9UJY5	GGA1
GGA3.11683.19.3	Q9NZ52	GGA3
GGH.9370.69.3	Q92820	GGH
GGT2.6334.9.3	P36268	GGT2
GH1.8462.18.3	P01241	GH1
GHDC.9730.22.3	Q8N2G8	GHDC
GHR.2948.58.2	P10912	GHR
GHRL.8447.11.3	Q9UBU3	GHRL
GJA1.9937.7.3	P17302	GJA1
GJA8.12711.19.3	P48165	GJA8
GJD2.11678.105.3	Q9UKL4	GJD2
GLCE.7808.5.3	O94923	GLCE
GLIPR1.9265.10.3	P48060	GLIPR1
GLO1.9883.29.3	Q04760	GLO1
GLP1R.13085.18.3	P43220	GLP1R
GLRX2.12486.8.3	Q9NS18	GLRX2
GLT8D1.8955.60.3	Q68CQ7	GLT8D1
GLTP.12513.8.3	Q9NZD2	GLTP
GLTPD2.7948.129.3	A6NH11	GLTPD2
GMEB2.12804.5.3	Q9UKD1	GMEB2
GMFG.13062.4.3	O60234	GMFG
GNAI3.12650.43.3	P08754	GNAI3
GNGT2.10917.40.3	O14610	GNGT2
GNLY.3195.50.2	P22749	GNLY
GNMT.14006.36.3	Q14749	GNMT
GNPDA1.8909.77.3	P46926	GNPDA1
GNPNAT1.13954.9.3	Q96EK6	GNPNAT1
GNPTG.10666.7.3	Q9UJJ9	GNPTG
GNRH1.5627.53.3	P01148	GNRH1
GNRH2.10708.3.3	O43555	GNRH2
GNS.3616.3.5	P15586	GNS
GNS.8314.71.3	P15586	GNS
GOLM1.8798.29.3	Q8NBJ4	GOLM1
GOLM1.8983.7.3	Q8NBJ4	GOLM1
GORAB.7247.1.3	Q5T7V8	GORAB
GOSR1.7805.52.3	O95249	GOSR1
GOT1.4912.17.1	P17174	GOT1
GP1BA.4990.87.1	P07359	GP1BA
GP5.7185.29.3	P40197	GP5
GPA33.6419.75.3	Q99795	GPA33
GPC1.8697.38.3	P35052	GPC1
GPC3.4842.62.2	P51654	GPC3
GPC5.4991.12.1	P78333	GPC5
GPC6.5350.14.2	Q9Y625	GPC6
GPCPD1.12786.61.3	Q9NPB8	GPCPD1
GPD1L.12420.10.3	Q8N335	GPD1L
GPHA2.6395.58.3	Q96T91	GPHA2
GPI.4272.46.2	P06744	GPI
GPLD1.11939.11.3	P80108	GPLD1
GPLD1.9500.5.3	P80108	GPLD1
GPNMB.5080.131.3	Q14956	GPNMB
GPNMB.8240.207.3	Q14956	GPNMB
GPNMB.8289.8.3	Q14956	GPNMB
GPNMB.8606.39.3	Q14956	GPNMB
GPR101.11371.1.3	Q96P66	GPR101
GPR101.11670.18.3	Q96P66	GPR101
GPR107.12963.1.3	Q5VW38	GPR107
GPR135.11465.4.3	Q8IZ08	GPR135
GPR26.13540.1.3	Q8NDV2	GPR26
GPT.3709.4.2	P24298	GPT
GPX7.8345.27.3	Q96SL4	GPX7
GRAMD1C.8336.267.3	Q8IYS0	GRAMD1C
GRAMD1C.8842.16.3	Q8IYS0	GRAMD1C
GRAP.12820.1.3	Q13588	GRAP
GRAP2.5265.12.3	O75791	GRAP2
GRB14.13628.58.3	Q14449	GRB14
GRB2.5464.52.3	P62993	GRB2
GRB7.11281.6.3	Q14451	GRB7
GREM1.4449.67.3	O60565	GREM1
GREM2.5598.3.3	Q9H772	GREM2
GRIA4.10760.107.3	P48058	GRIA4
GRID2.12758.47.3	O43424	GRID2
GRN.4992.49.1	P28799	GRN
GRP.5897.58.3	P07492	GRP
GRP.8339.72.3	P07492	GRP
GRP.8400.74.3	P07492	GRP
GRPEL1.7113.1.3	Q9HAV7	GRPEL1
GSKIP.12849.25.3	Q9P0R6	GSKIP
GSTA1.12446.49.3	P08263	GSTA1
GSTA3.4993.16.1	Q16772	GSTA3
GSTA4.14645.253.3	O15217	GSTA4
GSTK1.13474.40.3	Q9Y2Q3	GSTK1
GSTM1.7239.9.3	P09488	GSTM1
GSTO1.12436.84.3	P78417	GSTO1
GSTP1.13576.15.3	P09211	GSTP1
GSTP1.4911.49.2	P09211	GSTP1
GSTT2B.11273.176.3	P0CG30	GSTT2B
GTF2I.13609.11.3	P78347	GTF2I
GUCA1A.10008.43.3	P43080	GUCA1A
GUCA2B.6223.5.3	Q16661	GUCA2B
GXYLT1.8229.1.3	Q4G148	GXYLT1
GYPA.9389.12.3	P02724	GYPA
GZMA.3440.7.2	P12544	GZMA
GZMB.14041.13.3	P10144	GZMB
GZMB.4133.54.2	P10144	GZMB
GZMH.3373.5.2	P20718	GZMH
GZMK.9545.156.3	P49863	GZMK
GZMM.5704.74.3	P51124	GZMM
H1FX.12709.63.3	Q92522	H1FX
H2AFZ.4163.5.2	P0C0S5	H2AFZ
H6PD.7161.25.3	O95479	H6PD
HAAO.5861.78.3	P46952	HAAO
HAMP.3504.58.2	P81172	HAMP
HAPLN1.3196.6.2	P10915	HAPLN1
HAT1.2858.29.2	O14929	HAT1
HAVCR1.9021.1.3	Q96D42	HAVCR1
HAVCR2.5134.52.2	Q8TDQ0	HAVCR2
HAVCR2.7152.5.3	Q8TDQ0	HAVCR2
HBEGF.14094.29.3	Q99075	HBEGF
HBEGF.4134.4.2	Q99075	HBEGF
HBG1.10665.30.3	P69891	HBG1
HBQ1.7965.25.3	P09105	HBQ1
HBZ.6919.3.3	P02008	HBZ
HCAR2.13495.48.3	Q8TDS4	HCAR2
HCK.3374.49.2	P08631	HCK
HDAC8.2859.69.2	Q9BY41	HDAC8
HDGFRP2.4553.65.3	Q7Z4V5	HDGFRP2
HDHD2.13472.35.3	Q9H0R4	HDHD2
HDLBP.13570.43.3	Q00341	HDLBP
HECW1.12669.30.3	Q76N89	HECW1
HEG1.8947.268.3	Q9ULI3	HEG1
HEPACAM2.6568.18.3	A8MVW5	HEPACAM2
HEPACAM2.9116.28.3	A8MVW5	HEPACAM2
HEPHL1.6354.13.3	Q6MZM0	HEPHL1
HERC1.12705.9.3	Q15751	HERC1
HERC4.7860.9.3	Q5GLZ8	HERC4
HERC5.12934.1.3	Q9UII4	HERC5
HFE2.3332.57.1	Q6ZVN8	HFE2
HGD.9832.33.3	Q93099	HGD
HGF.2681.23.2	P14210	HGF
HGS.13644.30.3	O14964	HGS
HHLA2.14132.21.3	Q9UM44	HHLA2
HIF1A.13089.6.3	Q16665	HIF1A
HINT1.5900.11.2	P49773	HINT1
HINT2.5612.16.3	Q9BX68	HINT2
HIPK3.3443.61.2	Q9H422	HIPK3
HIST1H1C.2987.37.3	P16403	HIST1H1C
HIST3H2A.14144.3.3	Q7L7L0	HIST3H2A
HK1.13131.5.3	P19367	HK1
HK2.13130.150.3	P52789	HK2
HLA.DMA.10639.1.3	P28067	HLA
HLA.DPB1.8755.202.3	"P01916	HLA
HLA.DQA2.7757.5.3	P01906	HLA
HMBS.11530.37.3	P08397	HMBS
HMG20A.12712.9.3	Q9NP66	HMG20A
HMG20B.11551.16.3	Q9P0W2	HMG20B
HMGB1.2524.56.3	P09429	HMGB1
HMGB2.6913.189.3	P26583	HMGB2
HMGB3.12775.6.3	O15347	HMGB3
HMGCR.5230.99.3	P04035	HMGCR
HMGCS1.13496.19.3	Q01581	HMGCS1
HMGCS2.13704.5.3	P54868	HMGCS2
HMGN1.9187.2.3	P05114	HMGN1
HMOX2.2622.18.1	P30519	HMOX2
HNF1A.11193.27.3	P20823	HNF1A
HNF4A.10041.3.3	P41235	HNF4A
HNRNPA2B1.5351.52.3	P22626	HNRNPA2B1
HNRNPAB.4450.26.2	Q99729	HNRNPAB
HNRNPAB.8894.80.3	Q99729	HNRNPAB
HNRNPC.11429.80.3	P07910	HNRNPC
HNRNPDL.10852.114.3	O14979	HNRNPDL
HNRNPK.4994.178.1	P61978	HNRNPK
HNRNPM.12783.29.3	P52272	HNRNPM
HOGA1.10024.44.3	Q86XE5	HOGA1
HP.3054.3.2	P00738	HP
HPGD.4995.16.1	P15428	HPGD
HPGDS.12549.33.3	O60760	HPGDS
HRASLS2.7822.11.3	Q9NWW9	HRASLS2
HRK.8008.28.3	O00198	HRK
HRSP12.14636.25.3	P52758	HRSP12
HS3ST3A1.8268.98.3	Q9Y663	HS3ST3A1
HS3ST3B1.6986.17.3	Q9Y662	HS3ST3B1
HS3ST4.8998.15.3	Q9Y661	HS3ST4
HS6ST1.5465.32.3	O60243	HS6ST1
HS6ST2.13524.25.3	Q96MM7	HS6ST2
HSD17B1.4708.3.2	P14061	HSD17B1
HSD17B10.4217.49.3	Q99714	HSD17B10
HSD17B14.13972.4.3	Q9BPX1	HSD17B14
HSD17B2.8979.1.3	P37059	HSD17B2
HSP90AA1.HSP90AB1.2626.3.2	"P07900	HSP90AA1
HSP90AB1.5467.15.3	P08238	HSP90AB1
HSP90B1.6393.63.3	P14625	HSP90B1
HSPA1L.12041.33.3	P34931	HSPA1L
HSPA6.13672.3.3	P17066	HSPA6
HTATIP2.10630.5.3	Q9BUP3	HTATIP2
HTATIP2.7753.21.3	Q9BUP3	HTATIP2
HTN1.10608.9.3	P15515	HTN1
HTRA2.3317.33.1	O43464	HTRA2
HYAL1.8309.12.3	Q12794	HYAL1
IARS.12815.9.3	P41252	IARS
IBSP.14023.84.3	P21815	IBSP
IBSP.3415.61.2	P21815	IBSP
ICAM1.4342.10.3	P05362	ICAM1
ICAM2.5486.73.3	P13598	ICAM2
ICAM3.2649.77.2	P32942	ICAM3
ICAM4.6550.4.3	Q14773	ICAM4
ICAM5.5124.62.3	Q9UMF0	ICAM5
ICAM5.8245.27.3	Q9UMF0	ICAM5
ICOS.14084.191.3	Q9Y6W8	ICOS
ICOS.2988.57.2	Q9Y6W8	ICOS
ICOSLG.5061.27.3	O75144	ICOSLG
ICOSLG.9303.9.3	O75144	ICOSLG
ID1.9436.2.3	P41134	ID1
ID2.9426.73.3	Q02363	ID2
IDE.3197.70.2	P14735	IDE
IDO1.9759.13.3	P14902	IDO1
IDUA.3169.70.2	P35475	IDUA
IER3.9786.310.3	P46695	IER3
IER3IP1.6412.26.3	Q9Y5U9	IER3IP1
IFI16.12893.159.3	Q16666	IFI16
IFI16.13940.19.3	Q16666	IFI16
IFIT2.9853.3.3	P09913	IFIT2
IFIT3.13642.90.3	O14879	IFIT3
IFNA10.14128.121.3	P01566	IFNA10
IFNA10.5733.61.3	P01566	IFNA10
IFNA14.7180.114.3	P01570	IFNA14
IFNA4.7268.12.3	P05014	IFNA4
IFNA5.6210.100.3	P01569	IFNA5
IFNA6.5714.88.3	P05013	IFNA6
IFNA7.14129.1.3	P01567	IFNA7
IFNA8.6214.84.3	P32881	IFNA8
IFNAR1.9183.7.3	P17181	IFNAR1
IFNB1.7243.8.3	P01574	IFNB1
IFNG.14147.50.3	P01579	IFNG
IFNG.2989.17.2	P01579	IFNG
IFNGR1.5825.49.3	P15260	IFNGR1
IFNGR2.8818.13.3	P38484	IFNGR2
IFNGR2.9180.6.3	P38484	IFNGR2
IFNGR2.9305.89.3	P38484	IFNGR2
IFNL1.13734.22.3	Q8IU54	IFNL1
IFNL1.4396.54.1	Q8IU54	IFNL1
IFNL2.4397.26.2	Q8IZJ0	IFNL2
IFNLR1.7192.37.3	Q8IU57	IFNLR1
IFNW1.7196.21.3	P05000	IFNW1
IGBP1.12358.6.3	P78318	IGBP1
IGDCC3.11952.1.3	Q8IVU1	IGDCC3
IGDCC3.7118.24.3	Q8IVU1	IGDCC3
IGDCC4.9793.145.3	Q8TDY8	IGDCC4
IGF1.2952.75.2	P05019	IGF1
IGF1R.4232.19.2	P08069	IGF1R
IGF2R.3676.15.3	P11717	IGF2R
IGFBP1.13741.36.3	P08833	IGFBP1
IGFBP1.2771.35.2	P08833	IGFBP1
IGFBP2.2570.72.5	P18065	IGFBP2
IGFBP3.2571.12.3	P17936	IGFBP3
IGFBP6.14088.38.3	P24592	IGFBP6
IGFBP7.3320.49.2	Q16270	IGFBP7
IGFBPL1.7815.49.3	Q8WX77	IGFBPL1
IGFL3.6961.14.3	Q6UXB1	IGFL3
IGFL4.6353.60.3	Q6B9Z1	IGFL4
IGFLR1.7244.16.3	Q9H665	IGFLR1
IGHE.IGK.IGL.4135.84.2	P01854	IGHE
IGJ.8362.102.3	P01591	IGJ
IGLL1.6485.59.3	P15814	IGLL1
IGLON5.6478.2.3	A6NGN9	IGLON5
IGSF11.10700.10.3	Q5DX21	IGSF11
IGSF11.9279.7.3	Q5DX21	IGSF11
IGSF8.6984.6.3	Q969P0	IGSF8
IGSF9.10518.14.3	Q9P2J2	IGSF9
IL10.2773.50.2	P22301	IL10
IL10RB.2631.50.2	Q08334	IL10RB
IL11.4493.92.1	P20809	IL11
IL11RA.3814.63.1	Q14626	IL11RA
IL12A.IL12B.10367.26.3	"P29459	IL12A
IL12A.IL12B.10367.62.3	"P29459	IL12A
IL12A.IL12B.2455.17.4	"P29459	IL12A
IL12B.IL23A.10365.132.3	"P29460	IL12B
IL12B.IL23A.4494.63.2	"P29460	IL12B
IL12RB1.2632.5.2	P42701	IL12RB1
IL12RB2.3815.14.1	Q99665	IL12RB2
IL13.3072.4.2	P35225	IL13
IL13RA1.2633.52.2	P78552	IL13RA1
IL15RA.14054.17.3	Q13261	IL15RA
IL15RA.3445.53.2	Q13261	IL15RA
IL16.2774.10.3	Q14005	IL16
IL17A.13718.1.3	Q16552	IL17A
IL17A.3498.53.2	Q16552	IL17A
IL17A.9170.24.3	Q16552	IL17A
IL17C.9255.5.3	Q9P0M4	IL17C
IL17D.4136.40.2	Q8TAD2	IL17D
IL17F.2775.54.2	Q96PD4	IL17F
IL17RA.2992.59.2	Q96F46	IL17RA
IL17RB.5084.154.3	Q9NRM6	IL17RB
IL17RC.5468.67.3	Q8NAC3	IL17RC
IL17RD.3376.49.2	Q8NFM7	IL17RD
IL18BP.3073.51.2	O95998	IL18BP
IL18R1.14079.14.3	Q13478	IL18R1
IL18R1.3446.7.2	Q13478	IL18R1
IL19.3035.80.2	Q9UHD0	IL19
IL1A.4851.25.1	P01583	IL1A
IL1B.3037.62.1	P01584	IL1B
IL1R1.2991.9.2	P14778	IL1R1
IL1R2.14133.93.3	P27930	IL1R2
IL1R2.5666.64.3	P27930	IL1R2
IL1RAP.14048.7.3	Q9NPH3	IL1RAP
IL1RAP.2630.12.2	Q9NPH3	IL1RAP
IL1RAPL2.5082.51.3	Q9NP60	IL1RAPL2
IL1RL1.4234.8.2	Q01638	IL1RL1
IL1RL2.2994.71.2	Q9HB29	IL1RL2
IL1RN.5353.89.2	P18510	IL1RN
IL2.3070.1.2	P60568	IL2
IL20.4138.25.2	Q9NYY1	IL20
IL21.7124.18.3	Q9HBE4	IL21
IL22.2778.10.2	Q9GZX6	IL22
IL22RA1.3620.67.2	Q8N6P7	IL22RA1
IL22RA1.9603.9.3	Q8N6P7	IL22RA1
IL22RA2.5087.5.3	Q969J5	IL22RA2
IL22RA2.9456.34.3	Q969J5	IL22RA2
IL23R.5088.175.3	Q5VWK5	IL23R
IL24.3321.2.2	Q13007	IL24
IL25.4137.57.2	Q9H293	IL25
IL27.EBI3.2829.19.2	"Q14213	IL27
IL27RA.5132.71.3	Q6UWB1	IL27RA
IL2RA.3151.6.1	P01589	IL2RA
IL2RB.9343.16.3	P14784	IL2RB
IL2RG.2634.2.2	P31785	IL2RG
IL3.4717.55.2	P08700	IL3
IL31.10455.196.3	Q6EBC2	IL31
IL31RA.8273.84.3	Q8NI17	IL31RA
IL32.9051.13.3	P24001	IL32
IL34.4556.10.2	Q6ZMJ4	IL34
IL36A.10928.7.3	Q9UHA7	IL36A
IL36B.14149.9.3	Q9NZH7	IL36B
IL36G.9117.4.3	Q9NZH8	IL36G
IL37.2723.9.2	Q9NZH6	IL37
IL3RA.13744.37.3	P26951	IL3RA
IL3RA.4490.65.2	P26951	IL3RA
IL4.2906.55.3	P05112	IL4
IL4R.3055.54.2	P24394	IL4R
IL5.11071.1.3	P05113	IL5
IL5.3741.4.3	P05113	IL5
IL5RA.13686.2.3	Q01344	IL5RA
IL5RA.4491.4.2	Q01344	IL5RA
IL6.2573.20.15	P05231	IL6
IL6.4673.13.2	P05231	IL6
IL6R.4139.71.2	P08887	IL6R
IL6R.8092.29.3	P08887	IL6R
IL6ST.2620.4.2	P40189	IL6ST
IL7.14049.17.3	P13232	IL7
IL7R.5089.11.3	P16871	IL7R
IL9.5834.18.3	P15248	IL9
IL9.8379.35.4	P15248	IL9
ILF3.12759.47.3	Q12906	ILF3
IMPAD1.9231.23.3	Q9NX62	IMPAD1
IMPDH1.5229.90.3	P20839	IMPDH1
IMPDH2.5250.53.3	P12268	IMPDH2
INA.11436.6.3	Q16352	INA
ING1.3888.8.1	Q9UK53	ING1
INHBA.2748.3.2	P08476	INHBA
INHBA.INHBB.4383.97.1	"P08476	INHBA
INHBA.INHBB.8467.9.3	"P08476	INHBA
INHBC.6408.2.3	P55103	INHBC
INPP5E.11370.20.3	Q9NRR6	INPP5E
INS.4883.56.2	P01308	INS
INSIG1.10663.42.3	O15503	INSIG1
INSL3.5723.4.3	P51460	INSL3
INSL4.6410.26.3	Q14641	INSL4
INSL5.10462.14.3	Q9Y5Q6	INSL5
INSL6.5754.76.3	Q9Y581	INSL6
INSR.3448.13.2	P06213	INSR
IQCF1.7991.54.3	Q8N6M8	IQCF1
IRF1.10009.2.3	P10914	IRF1
IRF1.10351.51.3	P10914	IRF1
IRF2.12801.33.3	P14316	IRF2
IRF4.9857.38.3	Q15306	IRF4
IRF6.9999.1.3	O14896	IRF6
IRF9.12439.67.3	Q00978	IRF9
ISCU.7201.5.3	Q9H1K1	ISCU
ISG15.14148.2.3	P05161	ISG15
ISG15.14151.4.3	P05161	ISG15
ISL1.11549.6.3	P61371	ISL1
ISLR2.13124.20.3	Q6UXK2	ISLR2
ISM1.8355.80.3	B1AKI9	ISM1
ISOC1.9816.37.3	Q96CN7	ISOC1
IST1.12434.25.3	P53990	IST1
ITFG1.9347.13.3	Q8TB96	ITFG1
ITGA1.ITGB1.3503.4.2	"P05556	ITGA1
ITGA5.6932.42.3	P08648	ITGA5
ITGAL.11617.1.3	P20701	ITGAL
ITGAV.ITGB5.4917.62.1	"P06756	ITGAV
ITGB7.11205.10.3	P26010	ITGB7
ITIH1.7955.195.3	P19827	ITIH1
ITIH5.8233.2.3	Q86UX2	ITIH5
ITM2A.10516.53.3	O43736	ITM2A
ITM2A.7765.15.3	O43736	ITM2A
ITM2B.8086.49.3	Q9Y287	ITM2B
ITM2C.10560.1.3	Q9NQX7	ITM2C
ITM2C.9523.34.3	Q9NQX7	ITM2C
ITPKA.13473.55.3	P23677	ITPKA
ITPRIPL1.9221.6.3	Q6GPH6	ITPRIPL1
ITSN1.14070.56.3	Q15811	ITSN1
JAG1.5092.51.3	P78504	JAG1
JAG2.5093.47.3	Q9Y219	JAG2
JAK2.4998.50.2	O60674	JAK2
JAKMIP3.9068.17.3	Q5VZ66	JAKMIP3
JAM2.2997.8.1	P57087	JAM2
JAM3.2998.53.2	Q9BX67	JAM3
JPH1.6940.18.3	Q9HDC5	JPH1
JPH3.9089.77.3	Q8WXH2	JPH3
JTB.9038.12.3	O76095	JTB
JUN.10356.21.3	P05412	JUN
KAL1.6603.18.3	P23352	KAL1
KAT6A.2865.77.2	Q92794	KAT6A
KCNA10.13042.7.3	Q16322	KCNA10
KCNAB2.10015.119.3	Q13303	KCNAB2
KCNE2.10427.2.3	Q9Y6J6	KCNE2
KCNE3.8067.21.3	Q9Y6H6	KCNE3
KCNE5.8756.41.3	Q9UJ90	KCNE5
KCNE5.8908.14.3	Q9UJ90	KCNE5
KCNF1.12834.3.3	Q9H3M0	KCNF1
KCNG4.13525.17.3	Q8TDN1	KCNG4
KCNIP1.13650.11.3	Q9NZI2	KCNIP1
KCNIP3.10513.13.3	Q9Y2W7	KCNIP3
KCNN1.13539.131.3	Q92952	KCNN1
KCT2.6365.62.3	Q8NC54	KCT2
KCTD5.12473.48.3	Q9NXV2	KCTD5
KDELC2.8296.117.3	Q7Z4H8	KDELC2
KDR.3651.50.5	P35968	KDR
KEL.7070.25.4	P23276	KEL
KIAA0040.14603.51.3	J3QR46	KIAA0040
KIAA0319.10013.34.3	Q5VV43	KIAA0319
KIAA0319L.13698.28.3	Q8IZA0	KIAA0319L
KIAA1024.9075.121.3	Q9UPX6	KIAA1024
KIAA1161.8068.43.3	Q6NSJ0	KIAA1161
KIAA1161.8093.13.3	Q6NSJ0	KIAA1161
KIAA1324.10637.50.3	Q6UXG2	KIAA1324
KIAA1324.9097.5.3	Q6UXG2	KIAA1324
KIAA1324L.8363.18.3	A8MWY0	KIAA1324L
KIAA1467.7892.132.3	A2RU67	KIAA1467
KIAA2013.6538.90.3	Q8IYS2	KIAA2013
KIF16B.11672.17.3	Q96L93	KIF16B
KIF1C.9899.28.3	O43896	KIF1C
KIF23.5228.25.2	Q02241	KIF23
KIN.13476.16.3	O60870	KIN
KIN.14643.27.3	O60870	KIN
KIR2DL2.7773.20.3	P43627	KIR2DL2
KIR2DL4.5095.7.3	Q99706	KIR2DL4
KIR2DL4.9245.1.3	Q99706	KIR2DL4
KIR2DL5A.7799.3.3	Q8N109	KIR2DL5A
KIR2DL5A.8000.17.3	Q8N109	KIR2DL5A
KIR2DS2.10428.1.3	P43631	KIR2DS2
KIR3DL2.5096.51.3	P43630	KIR3DL2
KIR3DL3.7944.1.3	Q8N743	KIR3DL3
KIR3DS1.5097.14.3	Q14943	KIR3DS1
KIRREL2.7958.15.3	Q6UWL6	KIRREL2
KIRREL2.9917.16.3	Q6UWL6	KIRREL2
KIRREL3.4557.61.2	Q8IZU9	KIRREL3
KIT.2475.1.3	P10721	KIT
KITLG.9377.25.3	P21583	KITLG
KLHL12.12695.62.3	Q53G59	KLHL12
KLHL13.12463.7.3	Q9P2N7	KLHL13
KLK11.2831.29.1	Q9UBX7	KLK11
KLK12.3199.54.2	Q9UKR0	KLK12
KLK14.3681.87.3	Q9P0G3	KLK14
KLK14.8620.56.3	Q9P0G3	KLK14
KLK15.6491.59.3	Q9H2R5	KLK15
KLK3.8468.19.3	P07288	KLK3
KLK4.2833.20.1	Q9Y5K2	KLK4
KLK5.14039.33.3	Q9Y337	KLK5
KLK5.3201.49.2	Q9Y337	KLK5
KLK6.3450.4.2	Q92876	KLK6
KLK7.3378.49.2	P49862	KLK7
KLK8.13708.56.3	O60259	KLK8
KLK8.2834.54.1	O60259	KLK8
KLRC1.5629.58.3	P26715	KLRC1
KLRC3.11571.75.3	Q07444	KLRC3
KLRC3.7795.14.3	Q07444	KLRC3
KLRF1.5098.79.3	Q9NZS2	KLRF1
KLRF1.7756.37.3	Q9NZS2	KLRF1
KLRK1.14095.1.3	P26718	KLRK1
KLRK1.3056.11.1	P26718	KLRK1
KMT2C.11402.17.3	Q8NEZ4	KMT2C
KPNA2.2860.19.2	P52292	KPNA2
KPNA4.12698.72.3	O00629	KPNA4
KRAS.5193.51.3	P01116	KRAS
KREMEN1.6512.68.3	Q96MU8	KREMEN1
KREMEN2.3202.28.2	Q8NCW0	KREMEN2
KRT17.12923.51.3	Q04695	KRT17
KRT18.5354.11.3	P05783	KRT18
KRT20.12975.11.3	P35900	KRT20
KRT5.11177.16.3	P13647	KRT5
KRT7.11383.41.3	P08729	KRT7
KRTAP2.4.14615.46.3	Q9BYR9	KRTAP2
KRTDAP.5739.75.3	P60985	KRTDAP
KYNU.4559.64.2	Q16719	KYNU
L1CAM.4246.40.2	P32004	L1CAM
LAD1.6407.63.3	O00515	LAD1
LAG3.5099.14.3	P18627	LAG3
LAG3.9950.229.3	P18627	LAG3
LAIR1.11284.24.3	Q6GTX8	LAIR1
