id	prot_name	trait	file
19327	HAT1	Hat1	19327_31_HAT1_Hat1.txt.gz
19325	ABHD14B	ABHEB	19325_21_ABHD14B_ABHEB.txt.gz
19323	EBAG9	RCAS1	19323_1_EBAG9_RCAS1.txt.gz
19317	ACPP	Prostatic_acid_phosphatase	19317_114_ACPP_Prostatic_acid_phosphatase.txt.gz
19316	HSCB	HSC20	19316_2_HSCB_HSC20.txt.gz
19311	CRYGS	CRBS	19311_15_CRYGS_CRBS.txt.gz
19310	COPE	COPE	19310_81_COPE_COPE.txt.gz
19303	PET117	PT117	19303_64_PET117_PT117.txt.gz
19302	GIMAP6	GIMA6	19302_7_GIMAP6_GIMA6.txt.gz
19297	G6PD	G6PD	19297_4_G6PD_G6PD.txt.gz
19296	MYL7	MLRA	19296_51_MYL7_MLRA.txt.gz
19295	PPP1CC	PP1G	19295_32_PPP1CC_PP1G.txt.gz
19294	CRIPT	CRIPT	19294_26_CRIPT_CRIPT.txt.gz
19293	VPS26A	VP26A	19293_6_VPS26A_VP26A.txt.gz
19291	CASQ2	CASQ2	19291_2_CASQ2_CASQ2.txt.gz
19290	HPRT1	HPRT	19290_5_HPRT1_HPRT.txt.gz
19289	UROD	DCUP	19289_29_UROD_DCUP.txt.gz
19287	DENR	DENR	19287_59_DENR_DENR.txt.gz
19286	MYL5	MLR5	19286_30_MYL5_MLR5.txt.gz
19282	RAB13	RAB13	19282_3_RAB13_RAB13.txt.gz
19281	MAFG	MAFG	19281_86_MAFG_MAFG.txt.gz
19280	UBE2D3	UB2D3	19280_29_UBE2D3_UB2D3.txt.gz
19279	RBP1	CRBP	19279_42_RBP1_CRBP.txt.gz
19278	RAB1B	RAB1B	19278_19_RAB1B_RAB1B.txt.gz
19277	TSTD1	KAT	19277_4_TSTD1_KAT.txt.gz
19276	SNRPG	RUXG	19276_124_SNRPG_RUXG.txt.gz
19275	IDH3G	IDH3G	19275_68_IDH3G_IDH3G.txt.gz
19274	SNTA1	Alpha_1_syntrophin	19274_80_SNTA1_Alpha_1_syntrophin.txt.gz
19273	GSR	Glutathione_reductase	19273_3_GSR_Glutathione_reductase.txt.gz
19272	PEF1	PEF1	19272_9_PEF1_PEF1.txt.gz
19271	GNAI1	GNAI1	19271_64_GNAI1_GNAI1.txt.gz
19270	YARS	SYYC	19270_26_YARS_SYYC.txt.gz
19267	HAGH	GLO2	19267_14_HAGH_GLO2.txt.gz
19266	G3BP1	G3BP1	19266_35_G3BP1_G3BP1.txt.gz
19265	TCP1	TCPA	19265_9_TCP1_TCPA.txt.gz
19264	RPA2	RFA2	19264_6_RPA2_RFA2.txt.gz
19263	EIF4E	IF4E	19263_147_EIF4E_IF4E.txt.gz
19262	ACADVL	ACADV	19262_219_ACADVL_ACADV.txt.gz
19261	SDCBP2	SDCB2	19261_12_SDCBP2_SDCB2.txt.gz
19260	GIPC1	GIPC1	19260_4_GIPC1_GIPC1.txt.gz
19259	EIF2S1	IF2A	19259_176_EIF2S1_IF2A.txt.gz
19258	GCDH	GCDH	19258_24_GCDH_GCDH.txt.gz
19257	CLTA	CLCA	19257_11_CLTA_CLCA.txt.gz
19255	NXT2	NXT2	19255_124_NXT2_NXT2.txt.gz
19254	GMPR	GMPR1	19254_125_GMPR_GMPR1.txt.gz
19253	RAB2B	RAB2B	19253_82_RAB2B_RAB2B.txt.gz
19252	PSMB2	PSB2	19252_67_PSMB2_PSB2.txt.gz
19251	SRGN	Platelet_proteoglycan	19251_56_SRGN_Platelet_proteoglycan.txt.gz
19250	MYCBP	MYCBP	19250_50_MYCBP_MYCBP.txt.gz
19249	KARS	SYK	19249_18_KARS_SYK.txt.gz
19247	UBE2D1	UB2D1	19247_1_UBE2D1_UB2D1.txt.gz
19243	PFDN2	PFD2	19243_2_PFDN2_PFD2.txt.gz
19242	PFDN1	PFD1	19242_21_PFDN1_PFD1.txt.gz
19241	RBP5	RBP_III	19241_31_RBP5_RBP_III.txt.gz
19240	PDAP1	HAP28	19240_265_PDAP1_HAP28.txt.gz
19239	ARF1	ARF1	19239_5_ARF1_ARF1.txt.gz
19238	GLUL	GLNA	19238_12_GLUL_GLNA.txt.gz
19237	DDT	D_dopachrome_decarboxylase	19237_17_DDT_D_dopachrome_decarboxylase.txt.gz
19236	SUB1	TCP4	19236_24_SUB1_TCP4.txt.gz
19233	ATOX1	ATOX1	19233_75_ATOX1_ATOX1.txt.gz
19231	PTP4A3	PRL_3	19231_22_PTP4A3_PRL_3.txt.gz
19230	GSTT1	GSTT1	19230_12_GSTT1_GSTT1.txt.gz
19229	HOMER1	HOME1	19229_92_HOMER1_HOME1.txt.gz
19207	ADK	ADK	19207_119_ADK_ADK.txt.gz
19206	NUDT1	8ODP	19206_20_NUDT1_8ODP.txt.gz
19202	BTK	BTK	19202_10_BTK_BTK.txt.gz
19200	NDUFA5	NDUA5	19200_16_NDUFA5_NDUA5.txt.gz
19199	POLR2J	RPB11	19199_3_POLR2J_RPB11.txt.gz
19197	ACAT1	THIL	19197_95_ACAT1_THIL.txt.gz
19196	HOPX	HOP	19196_73_HOPX_HOP.txt.gz
19195	RPS5	RS5	19195_85_RPS5_RS5.txt.gz
19194	DTD1	Histidyl_tRNA_synthetase_related	19194_9_DTD1_Histidyl_tRNA_synthetase_related.txt.gz
19193	VBP1	PFD3	19193_18_VBP1_PFD3.txt.gz
19190	UBE2L6	UB2L6	19190_4_UBE2L6_UB2L6.txt.gz
19189	USP14	UBP14	19189_2_USP14_UBP14.txt.gz
19188	NAP1L4	NAP2L	19188_21_NAP1L4_NAP2L.txt.gz
19187	STAMBP	STABP	19187_21_STAMBP_STABP.txt.gz
19183	RPL12	RL12	19183_164_RPL12_RL12.txt.gz
19180	GULP1	GULP1	19180_38_GULP1_GULP1.txt.gz
19177	MOBKL1A	MOL1A	19177_7_MOBKL1A_MOL1A.txt.gz
19176	FAM49B	FA49B	19176_27_FAM49B_FA49B.txt.gz
19175	MARCKSL1	MARCKSL1	19175_18_MARCKSL1_MARCKSL1.txt.gz
19174	GOLGA7	GOGA7	19174_141_GOLGA7_GOGA7.txt.gz
19173	ZFAND1	ZFAN1	19173_5_ZFAND1_ZFAN1.txt.gz
19170	POLE3	DPOE3	19170_25_POLE3_DPOE3.txt.gz
19169	FIBP	FIBP	19169_88_FIBP_FIBP.txt.gz
19168	PSTPIP1	PPIP1	19168_71_PSTPIP1_PPIP1.txt.gz
19166	RPS19	RS19	19166_15_RPS19_RS19.txt.gz
19163	LRRC59	LRC59	19163_26_LRRC59_LRC59.txt.gz
19161	USP15	UBP15	19161_1_USP15_UBP15.txt.gz
19159	POLD4	DNA_polymerase_subunit_delta_4	19159_9_POLD4_DNA_polymerase_subunit_delta_4.txt.gz
19158	PAF	PAF	19158_1_PAF_PAF.txt.gz
19154	SERPINE2	Protease_nexin_I	19154_41_SERPINE2_Protease_nexin_I.txt.gz
19153	MPPED2	MPPD2	19153_53_MPPED2_MPPD2.txt.gz
19152	PPP1R2	IPP2	19152_4_PPP1R2_IPP2.txt.gz
19150	PRPSAP2	KPRB	19150_20_PRPSAP2_KPRB.txt.gz
19148	TIMM8A	TIM8A	19148_58_TIMM8A_TIM8A.txt.gz
19147	LGALS13	PP13	19147_6_LGALS13_PP13.txt.gz
19145	MREG	MREG	19145_4_MREG_MREG.txt.gz
19144	TCF4	ITF2	19144_9_TCF4_ITF2.txt.gz
19143	CYB5R2	NB5R2	19143_38_CYB5R2_NB5R2.txt.gz
19142	DNMT3L	DNM3L	19142_39_DNMT3L_DNM3L.txt.gz
19141	DAP	DAP1	19141_22_DAP_DAP1.txt.gz
19139	HSF2BP	HSF2B	19139_3_HSF2BP_HSF2B.txt.gz
19136	ALDH6A1	MMSA	19136_22_ALDH6A1_MMSA.txt.gz
19135	NT5C3L	Cytosolic_5__nucleotidase_III_like_protein	19135_5_NT5C3L_Cytosolic_5__nucleotidase_III_like_protein.txt.gz
19134	POLR2K	RPAB4	19134_66_POLR2K_RPAB4.txt.gz
19132	MRPL2	RM02	19132_1_MRPL2_RM02.txt.gz
19131	TIAL1	TIAR	19131_184_TIAL1_TIAR.txt.gz
19130	SERPINB8	SPB8	19130_81_SERPINB8_SPB8.txt.gz
19129	MTHFSD	MTHFSD	19129_15_MTHFSD_MTHFSD.txt.gz
19127	HSPB6	HSPB6	19127_1_HSPB6_HSPB6.txt.gz
19126	RPRD1B	C20orf77	19126_4_RPRD1B_C20orf77.txt.gz
19125	PRKAR2A	KAP2	19125_26_PRKAR2A_KAP2.txt.gz
19124	UBLCP1	UBCP1	19124_9_UBLCP1_UBCP1.txt.gz
19123	NFKBID	IKBD	19123_6_NFKBID_IKBD.txt.gz
19122	MYL12B	ML12B	19122_47_MYL12B_ML12B.txt.gz
19121	UBQLN2	UBQL2	19121_3_UBQLN2_UBQL2.txt.gz
19120	DAO	OXDA	19120_33_DAO_OXDA.txt.gz
19119	DDIT3	DDIT3	19119_10_DDIT3_DDIT3.txt.gz
19118	OSTF1	OSTF1	19118_47_OSTF1_OSTF1.txt.gz
19117	PPP1R14A	PP14A	19117_3_PPP1R14A_PP14A.txt.gz
19116	MUTED	MUTED	19116_1_MUTED_MUTED.txt.gz
19115	CMBL	CMBL	19115_13_CMBL_CMBL.txt.gz
19114	TK2	KITM	19114_8_TK2_KITM.txt.gz
19113	SH3BGRL2	SH3L2	19113_66_SH3BGRL2_SH3L2.txt.gz
19112	TCEAL3	TCAL3	19112_2_TCEAL3_TCAL3.txt.gz
19111	UBE2M	UBC12	19111_10_UBE2M_UBC12.txt.gz
19110	MEMO1	MEMO1	19110_6_MEMO1_MEMO1.txt.gz
19109	TCEAL8	TCAL8	19109_32_TCEAL8_TCAL8.txt.gz
19108	MECP2	MECP2	19108_50_MECP2_MECP2.txt.gz
18950	RAC2	RAC2	18950_13_RAC2_RAC2.txt.gz
18947	LRRC3B	LRC3B	18947_3_LRRC3B_LRC3B.txt.gz
18945	RGS1	RGS1	18945_11_RGS1_RGS1.txt.gz
18943	PTGR2	PTGR2	18943_4_PTGR2_PTGR2.txt.gz
18942	PSMB9	PSB9	18942_11_PSMB9_PSB9.txt.gz
18938	VLDLR	VLDLR	18938_3_VLDLR_VLDLR.txt.gz
18935	TLR5	TLR5	18935_14_TLR5_TLR5.txt.gz
18934	TGM2	Tissue_transglutaminase	18934_50_TGM2_Tissue_transglutaminase.txt.gz
18933	TGM4	TGM4	18933_4_TGM4_TGM4.txt.gz
18932	NMNAT1	NMNA1	18932_84_NMNAT1_NMNA1.txt.gz
18931	SLIT3	SLIT3	18931_40_SLIT3_SLIT3.txt.gz
18930	SLIT2	SLIT2	18930_28_SLIT2_SLIT2.txt.gz
18928	S100Z	S100Z	18928_10_S100Z_S100Z.txt.gz
18927	RAET1G	RET1G	18927_14_RAET1G_RET1G.txt.gz
18926	PSMA3	PSA3	18926_7_PSMA3_PSA3.txt.gz
18925	PSMA5	Proteasome_subunit_alpha_type_5	18925_24_PSMA5_Proteasome_subunit_alpha_type_5.txt.gz
18922	CD68	CD68	18922_27_CD68_CD68.txt.gz
18921	PHEX	PHEX	18921_30_PHEX_PHEX.txt.gz
18918	PDE4A	PDE4A	18918_86_PDE4A_PDE4A.txt.gz
18917	AMY2A	Pancreatic_alpha_amylase	18917_53_AMY2A_Pancreatic_alpha_amylase.txt.gz
18916	ITPA	Inosine_triphosphatase	18916_25_ITPA_Inosine_triphosphatase.txt.gz
18914	PAFAH2	PAFA2	18914_188_PAFAH2_PAFA2.txt.gz
18913	CDC2	p34_protein_kinase	18913_3_CDC2_p34_protein_kinase.txt.gz
18910	LIN7A	LIN7A	18910_45_LIN7A_LIN7A.txt.gz
18909	EXOSC8	EXOS8	18909_11_EXOSC8_EXOS8.txt.gz
18907	KIR3DL1	KI3L1	18907_97_KIR3DL1_KI3L1.txt.gz
18905	KRT16	Keratin_16	18905_5_KRT16_Keratin_16.txt.gz
18904	CAMK4	KCC4	18904_23_CAMK4_KCC4.txt.gz
18901	HSPA1B	HS71B	18901_26_HSPA1B_HS71B.txt.gz
18900	HRAS	H_ras__WT_	18900_37_HRAS_H_ras__WT_.txt.gz
18899	HDGFRP3	HDGR3	18899_82_HDGFRP3_HDGR3.txt.gz
18898	HDGFL1	HDGL1	18898_36_HDGFL1_HDGL1.txt.gz
18897	HDAC2	HDAC2	18897_31_HDAC2_HDAC2.txt.gz
18896	HS6ST3	H6ST3	18896_23_HS6ST3_H6ST3.txt.gz
18895	GSTM4	GSTM4	18895_54_GSTM4_GSTM4.txt.gz
18894	GPX2	GPX2	18894_1_GPX2_GPX2.txt.gz
18893	GPR56	GPR56	18893_26_GPR56_GPR56.txt.gz
18892	GPC4	GPC4	18892_48_GPC4_GPC4.txt.gz
18891	GBP2	GBP2	18891_98_GBP2_GBP2.txt.gz
18890	FGB	Fibrinogen_B	18890_227_FGB_Fibrinogen_B.txt.gz
18888	FABP12	FBP12	18888_37_FABP12_FBP12.txt.gz
18887	ENTPD2	ENTP2	18887_7_ENTPD2_ENTP2.txt.gz
18886	DSCAML1	DSCL1	18886_28_DSCAML1_DSCL1.txt.gz
18884	DNAJB4	DNJB4	18884_22_DNAJB4_DNJB4.txt.gz
18883	DSTN	DEST	18883_4_DSTN_DEST.txt.gz
18882	CLSTN2	CSTN2	18882_7_CLSTN2_CSTN2.txt.gz
18881	CD97	CD97	18881_7_CD97_CD97.txt.gz
18880	COL3A1	Collagen_Type_III	18880_81_COL3A1_Collagen_Type_III.txt.gz
18878	GREM1	GREM1	18878_15_GREM1_GREM1.txt.gz
18877	CNN2	CNN2	18877_15_CNN2_CNN2.txt.gz
18876	CHST4	CHST4	18876_77_CHST4_CHST4.txt.gz
18875	COL2A1	Chondrocalcin	18875_125_COL2A1_Chondrocalcin.txt.gz
18874	CEBPA	CEBPA	18874_66_CEBPA_CEBPA.txt.gz
18873	CEACAM8	CEAM8	18873_8_CEACAM8_CEAM8.txt.gz
18871	AIF1L	AIF1L	18871_24_AIF1L_AIF1L.txt.gz
18870	CD3E	CD3E	18870_1_CD3E_CD3E.txt.gz
18868	CBX3	CBX3	18868_7_CBX3_CBX3.txt.gz
18866	PPP3R2	CANB2	18866_8_PPP3R2_CANB2.txt.gz
18864	PRSS3	TRY3	18864_7_PRSS3_TRY3.txt.gz
18863	CHST2	CHST2	18863_176_CHST2_CHST2.txt.gz
18860	CAMKK1	CaMKK_alpha	18860_2_CAMKK1_CaMKK_alpha.txt.gz
18859	EIF4EBP3	4EBP3	18859_7_EIF4EBP3_4EBP3.txt.gz
18842	UBE2D2	UB2D2	18842_24_UBE2D2_UB2D2.txt.gz
18841	SERPINB13	SPB13	18841_1_SERPINB13_SPB13.txt.gz
18840	SH2D1B	SH21B	18840_205_SH2D1B_SH21B.txt.gz
18839	TG	Thyroglobulin	18839_24_TG_Thyroglobulin.txt.gz
18837	SGTB	SGTB	18837_9_SGTB_SGTB.txt.gz
18833	PEA15	PEA15	18833_76_PEA15_PEA15.txt.gz
18832	SAA2	SAA2	18832_65_SAA2_SAA2.txt.gz
18831	LRIG1	LRIG1	18831_6_LRIG1_LRIG1.txt.gz
18829	EIF4A1	IF4A1	18829_4_EIF4A1_IF4A1.txt.gz
18824	EIF4A2	IF4A2	18824_7_EIF4A2_IF4A2.txt.gz
18823	HIST3H2BB	H2B3B	18823_52_HIST3H2BB_H2B3B.txt.gz
18819	PPIC	PPIC	18819_21_PPIC_PPIC.txt.gz
18817	CBX1	CBX1	18817_50_CBX1_CBX1.txt.gz
18813	DDX19A	DD19A	18813_15_DDX19A_DD19A.txt.gz
18483	RABIF	MSS4	18483_36_RABIF_MSS4.txt.gz
18458	PTGES2	PGES2	18458_4_PTGES2_PGES2.txt.gz
18449	PPIG	PPIG	18449_33_PPIG_PPIG.txt.gz
18435	UBXN2B	UBX2B	18435_40_UBXN2B_UBX2B.txt.gz
18434	TBPL1	TBPL1	18434_141_TBPL1_TBPL1.txt.gz
18432	RALB	RALB	18432_32_RALB_RALB.txt.gz
18429	CDH1	Cadherin_E	18429_10_CDH1_Cadherin_E.txt.gz
18422	MVD	ERG19	18422_41_MVD_ERG19.txt.gz
18419	ARPC5	p16_ARC	18419_20_ARPC5_p16_ARC.txt.gz
18417	AS3MT	AS3MT	18417_3_AS3MT_AS3MT.txt.gz
18416	ARL9	ARL9	18416_3_ARL9_ARL9.txt.gz
18415	ARL6	ARL6	18415_16_ARL6_ARL6.txt.gz
18414	ARL5A	ARL5A	18414_26_ARL5A_ARL5A.txt.gz
18413	ARL4D	ARL4D	18413_24_ARL4D_ARL4D.txt.gz
18411	ARL15	ARL15	18411_83_ARL15_ARL15.txt.gz
18410	ARL14	ARL14	18410_26_ARL14_ARL14.txt.gz
18409	ARF5	ARF5	18409_61_ARF5_ARF5.txt.gz
18408	ARF4	ARF4	18408_26_ARF4_ARF4.txt.gz
18407	ARL2BP	AR2BP	18407_36_ARL2BP_AR2BP.txt.gz
18405	AP1S2	AP1S2	18405_117_AP1S2_AP1S2.txt.gz
18404	ANKRD54	ANR54	18404_22_ANKRD54_ANR54.txt.gz
18403	AMPD2	AMPD2	18403_25_AMPD2_AMPD2.txt.gz
18402	AMMECR1L	AMERL	18402_1_AMMECR1L_AMERL.txt.gz
18401	ALKBH3	ALKB3	18401_18_ALKBH3_ALKB3.txt.gz
18400	ALKBH2	ALKB2	18400_52_ALKBH2_ALKB2.txt.gz
18399	AKAP7	AKA7A	18399_1_AKAP7_AKA7A.txt.gz
18398	AKR1D1	AK1D1	18398_1_AKR1D1_AK1D1.txt.gz
18397	AKR1C4	AK1C4	18397_5_AKR1C4_AK1C4.txt.gz
18396	AES	AES	18396_10_AES_AES.txt.gz
18395	ADPRH	ADPRH	18395_5_ADPRH_ADPRH.txt.gz
18392	MAT2B	MAT2B	18392_19_MAT2B_MAT2B.txt.gz
18389	IFNA1	IFNA1	18389_11_IFNA1_IFNA1.txt.gz
18387	ST13	suppression_of_tumorigenicity_13	18387_7_ST13_suppression_of_tumorigenicity_13.txt.gz
18386	GLRX	GLRX1	18386_36_GLRX_GLRX1.txt.gz
18385	PSMD10	PSD10	18385_4_PSMD10_PSD10.txt.gz
18383	FKBP3	FKBP3	18383_9_FKBP3_FKBP3.txt.gz
18382	COMT	Catechol_O_methyltransferase	18382_109_COMT_Catechol_O_methyltransferase.txt.gz
18381	ALDH2	ALDH_E2	18381_16_ALDH2_ALDH_E2.txt.gz
18380	ALB	Albumin	18380_78_ALB_Albumin.txt.gz
18376	MYL3	Myosin_light_chain_1	18376_19_MYL3_Myosin_light_chain_1.txt.gz
18375	IL1F5	IL_1F5	18375_28_IL1F5_IL_1F5.txt.gz
18373	RDX	Radixin	18373_13_RDX_Radixin.txt.gz
18348	HNRNPD	HNRPD	18348_89_HNRNPD_HNRPD.txt.gz
18343	DECR2	DECR2	18343_10_DECR2_DECR2.txt.gz
18342	PSAT1	SERC	18342_2_PSAT1_SERC.txt.gz
18340	PSMB4	Proteasome_beta_chain	18340_2_PSMB4_Proteasome_beta_chain.txt.gz
18339	PSMB3	PSB3	18339_207_PSMB3_PSB3.txt.gz
18338	IDH1	IDH	18338_26_IDH1_IDH.txt.gz
18337	GMDS	GMDS	18337_4_GMDS_GMDS.txt.gz
18332	CPLX1	CPLX1	18332_17_CPLX1_CPLX1.txt.gz
18330	PGM2	PGM2	18330_7_PGM2_PGM2.txt.gz
18329	PRPS2	PRPS2	18329_4_PRPS2_PRPS2.txt.gz
18328	PYCR2	P5CR2	18328_36_PYCR2_P5CR2.txt.gz
18327	SNX5	SNX5	18327_6_SNX5_SNX5.txt.gz
18326	MAGEA8	MAGA8	18326_50_MAGEA8_MAGA8.txt.gz
18324	SUOX	SUOX	18324_61_SUOX_SUOX.txt.gz
18323	CRMP1	DRP_1	18323_39_CRMP1_DRP_1.txt.gz
18322	JMJD6	JMJD6	18322_15_JMJD6_JMJD6.txt.gz
18321	MTHFD2	MTDC	18321_38_MTHFD2_MTDC.txt.gz
18319	PDHX	ODPX	18319_7_PDHX_ODPX.txt.gz
18318	SH3GL3	SH3G3	18318_98_SH3GL3_SH3G3.txt.gz
18317	ZFAND5	ZFAN5	18317_111_ZFAND5_ZFAN5.txt.gz
18316	SEPT3	SEPT3	18316_75_SEPT3_SEPT3.txt.gz
18315	RTP4	RTP4	18315_38_RTP4_RTP4.txt.gz
18313	ASRGL1	Asparaginase_like_protein_1	18313_4_ASRGL1_Asparaginase_like_protein_1.txt.gz
18312	NDRG3	NDRG3	18312_68_NDRG3_NDRG3.txt.gz
18311	DCTN6	DCTN6	18311_44_DCTN6_DCTN6.txt.gz
18310	SEPW1	SELW	18310_26_SEPW1_SELW.txt.gz
18309	CS	CISY	18309_18_CS_CISY.txt.gz
18308	STXBP6	STXB6	18308_30_STXBP6_STXB6.txt.gz
18307	PPA2	PPase_2	18307_71_PPA2_PPase_2.txt.gz
18306	PALM	PALM	18306_1_PALM_PALM.txt.gz
18304	BCCIP	BCCIP	18304_19_BCCIP_BCCIP.txt.gz
18303	NRGN	NEUG	18303_39_NRGN_NEUG.txt.gz
18302	ZWILCH	ZWILC	18302_204_ZWILCH_ZWILC.txt.gz
18301	NAIF1	NAIF1	18301_10_NAIF1_NAIF1.txt.gz
18300	PURB	PURB	18300_39_PURB_PURB.txt.gz
18299	CAPNS1	CPNS1	18299_13_CAPNS1_CPNS1.txt.gz
18297	MRAS	RASM	18297_8_MRAS_RASM.txt.gz
18295	GRHPR	GRHPR	18295_102_GRHPR_GRHPR.txt.gz
18294	SOX2	SOX2	18294_26_SOX2_SOX2.txt.gz
18291	CDKN1A	p21	18291_8_CDKN1A_p21.txt.gz
18290	ANXA8	Annexin_A8	18290_6_ANXA8_Annexin_A8.txt.gz
18289	CCL15	MIP_5	18289_16_CCL15_MIP_5.txt.gz
18286	ZWINT	ZWINT	18286_3_ZWINT_ZWINT.txt.gz
18285	SVIP	SVIP	18285_6_SVIP_SVIP.txt.gz
18284	WWC1	WWC1	18284_77_WWC1_WWC1.txt.gz
18282	GNG11	GBG11	18282_1_GNG11_GBG11.txt.gz
18280	DTD2	DTD2	18280_29_DTD2_DTD2.txt.gz
18277	TRIAP1	TRIA1	18277_28_TRIAP1_TRIA1.txt.gz
18276	TCL1B	TCL1B	18276_34_TCL1B_TCL1B.txt.gz
18275	CRIP1	CRIP1	18275_5_CRIP1_CRIP1.txt.gz
18274	SERF2	SERF2	18274_2_SERF2_SERF2.txt.gz
18273	GAGE2D	GGE2D	18273_14_GAGE2D_GGE2D.txt.gz
18271	OXSM	OXSM	18271_43_OXSM_OXSM.txt.gz
18270	TAF10	TAF10	18270_10_TAF10_TAF10.txt.gz
18268	GAGE2A	GAG2A	18268_5_GAGE2A_GAG2A.txt.gz
18267	CARD17	CAR17	18267_74_CARD17_CAR17.txt.gz
18265	ZNF34	ZNF34	18265_18_ZNF34_ZNF34.txt.gz
18264	CCDC25	CCD25	18264_12_CCDC25_CCD25.txt.gz
18261	NATD1	NATD1	18261_34_NATD1_NATD1.txt.gz
18259	MEOX2	MEOX2	18259_15_MEOX2_MEOX2.txt.gz
18257	SRP19	SRP19	18257_64_SRP19_SRP19.txt.gz
18255	CYB5R1	NB5R1	18255_6_CYB5R1_NB5R1.txt.gz
18244	ANXA7	ANXA7	18244_1_ANXA7_ANXA7.txt.gz
18243	CMPK1	Cytidylate_kinase	18243_9_CMPK1_Cytidylate_kinase.txt.gz
18242	SPA17	Sperm_protein_17	18242_8_SPA17_Sperm_protein_17.txt.gz
18241	CPOX	HEM6	18241_18_CPOX_HEM6.txt.gz
18240	OMP	OMP	18240_6_OMP_OMP.txt.gz
18237	NRIP3	NRIP3	18237_29_NRIP3_NRIP3.txt.gz
18236	HSPC159	LEGL	18236_3_HSPC159_LEGL.txt.gz
18235	PGP	PGP	18235_16_PGP_PGP.txt.gz
18232	PIP4K2B	PI42B	18232_42_PIP4K2B_PI42B.txt.gz
18231	PRND	PRND	18231_147_PRND_PRND.txt.gz
18228	NOP16	NOP16	18228_30_NOP16_NOP16.txt.gz
18227	CDK2AP2	CDKA2	18227_3_CDK2AP2_CDKA2.txt.gz
18226	COX5A	COX5A	18226_148_COX5A_COX5A.txt.gz
18225	HEBP1	HEBP1	18225_13_HEBP1_HEBP1.txt.gz
18222	SH3GLB2	SHLB2	18222_34_SH3GLB2_SHLB2.txt.gz
18220	SRA1	SRA1	18220_141_SRA1_SRA1.txt.gz
18218	CNRIP1	CB032	18218_48_CNRIP1_CB032.txt.gz
18216	IL11RA	IL_11_RA	18216_22_IL11RA_IL_11_RA.txt.gz
18215	THG1L	THG1	18215_5_THG1L_THG1.txt.gz
18214	GCLM	GSH0	18214_2_GCLM_GSH0.txt.gz
18213	UBE2F	UBE2F	18213_30_UBE2F_UBE2F.txt.gz
18210	SPIN1	SPIN1	18210_12_SPIN1_SPIN1.txt.gz
18208	CCNB2	CCNB2	18208_3_CCNB2_CCNB2.txt.gz
18206	ADH6	ADH6	18206_18_ADH6_ADH6.txt.gz
18205	MAGEA6	MAGE_6	18205_123_MAGEA6_MAGE_6.txt.gz
18204	TCEA1	TCEA1	18204_1_TCEA1_TCEA1.txt.gz
18202	CD37	CD37	18202_22_CD37_CD37.txt.gz
18198	HBQ1	HBAT	18198_51_HBQ1_HBAT.txt.gz
18197	CKMT2	KCRS	18197_97_CKMT2_KCRS.txt.gz
18195	ORAOV1	ORAV1	18195_3_ORAOV1_ORAV1.txt.gz
18194	FABP9	FABP9	18194_18_FABP9_FABP9.txt.gz
18193	MORF4L1	MO4L1	18193_165_MORF4L1_MO4L1.txt.gz
18192	MAGEA5	MAGE_5	18192_69_MAGEA5_MAGE_5.txt.gz
18191	RANBP1	RANG	18191_23_RANBP1_RANG.txt.gz
18190	CARD18	ICBR	18190_15_CARD18_ICBR.txt.gz
18189	VPS25	VPS25	18189_12_VPS25_VPS25.txt.gz
18188	GATM	GATM	18188_12_GATM_GATM.txt.gz
18187	ASPA	ACY2	18187_16_ASPA_ACY2.txt.gz
18186	TARS	SYTC	18186_15_TARS_SYTC.txt.gz
18185	ALDOB	ALDOB	18185_118_ALDOB_ALDOB.txt.gz
18184	GMPS	GUAA	18184_28_GMPS_GUAA.txt.gz
18183	LDLRAP1	ARH	18183_3_LDLRAP1_ARH.txt.gz
18182	PCK1	PCKGC	18182_24_PCK1_PCKGC.txt.gz
18181	TSSC4	TSSC4	18181_2_TSSC4_TSSC4.txt.gz
18180	RTN4IP1	RT4I1	18180_58_RTN4IP1_RT4I1.txt.gz
18179	SMS	SPSY	18179_56_SMS_SPSY.txt.gz
18178	SARS	SYSC	18178_13_SARS_SYSC.txt.gz
18177	NAE1	ULA1	18177_49_NAE1_ULA1.txt.gz
18175	VAT1	VAT1	18175_65_VAT1_VAT1.txt.gz
18174	PDCD6IP	PDC6I	18174_79_PDCD6IP_PDC6I.txt.gz
18173	AKR7A3	ARK73	18173_11_AKR7A3_ARK73.txt.gz
18172	ASF1A	ASF1A	18172_71_ASF1A_ASF1A.txt.gz
18170	PYCR1	P5CR1	18170_46_PYCR1_P5CR1.txt.gz
18166	RHOB	RHOB	18166_4_RHOB_RHOB.txt.gz
18165	UBE2V2	UB2V2	18165_181_UBE2V2_UB2V2.txt.gz
18162	IRAK4	IRAK4	18162_167_IRAK4_IRAK4.txt.gz
18160	PCMT1	PIMT	18160_2_PCMT1_PIMT.txt.gz
18158	CASP8	Caspase_8	18158_45_CASP8_Caspase_8.txt.gz
18156	ATG3	ATG3	18156_7_ATG3_ATG3.txt.gz
17857	ACADL	ACADL	17857_6_ACADL_ACADL.txt.gz
17856	NT5M	NT5M	17856_23_NT5M_NT5M.txt.gz
17855	RGS4	RGS4	17855_28_RGS4_RGS4.txt.gz
17854	NAA10	NAA10	17854_33_NAA10_NAA10.txt.gz
